Service Year,OMH Region Code,OMH Region Label,County Label,Age Group,Rate Code Group,Medicaid Enrollee Count by County,Count of Recipients by Rate Code Group and County,Units Total,Paid Claim Total
2016,4,New York City,Richmond,Child,Partial Hospitalization,51876,0,0,0
2016,4,New York City,Richmond,Child,Psych Inpatient 28,51876,196,2299,1842927
2016,4,New York City,Richmond,Child,Psych Inpatient 31,51876,24,566,463963
2016,4,New York City,Richmond,Child,Psych Inpatient SPC,51876,0,0,0
2016,4,New York City,Richmond,Child,Residential Treatment Facility,51876,0,0,0
2016,4,New York City,Richmond,Child,"Targeted Case Management (ICM, BCM, SCM)",51876,121,997,587145
2016,4,New York City,Richmond,Senior,Assertive Community Treatment,15213,0,0,0
2016,4,New York City,Richmond,Senior,Community Residence,15213,0,0,0
2016,4,New York City,Richmond,Senior,"Comprehensive Psychiatric Emergency Program
Non-EOB",15213,96,151,13244
2016,4,New York City,Richmond,Senior,Continuing Day Treatment,15213,33,3393,121076
2016,4,New York City,Richmond,Senior,MH Emergency,15213,149,232,16990
2016,4,New York City,Richmond,Senior,OMH Licensed Clinic Treatment,15213,448,5350,375566
2016,4,New York City,Richmond,Senior,Personalized Recovery Oriented Services,15213,0,0,0
2016,4,New York City,Richmond,Senior,Psych Inpatient 28,15213,127,2187,825136
2016,4,New York City,Richmond,Senior,Psych Inpatient 31,15213,0,0,0
2016,4,New York City,Richmond,Senior,Psych Inpatient SPC,15213,0,0,0
2016,4,New York City,Richmond,Senior,"Targeted Case Management (ICM, BCM, SCM)",15213,0,0,0
2016,5,Long Island,Nassau,Adult,Assertive Community Treatment,126587,292,2266,3151139
2016,5,Long Island,Nassau,Adult,Community Residence,126587,507,4677,17317987
2016,5,Long Island,Nassau,Adult,"Comprehensive Psychiatric Emergency Program
 EOB",126587,0,0,0
2016,5,Long Island,Nassau,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",126587,108,149,94550
2016,5,Long Island,Nassau,Adult,Continuing Day Treatment,126587,0,0,0
2016,5,Long Island,Nassau,Adult,Intensive Psychiatric Rehabilitation Treatment,126587,0,0,0
2016,5,Long Island,Nassau,Adult,MH Emergency,126587,3212,5515,798134
2016,5,Long Island,Nassau,Adult,OMH Licensed Clinic Treatment,126587,7032,88440,8467882
2016,5,Long Island,Nassau,Adult,Partial Hospitalization,126587,204,2363,281763
2016,5,Long Island,Nassau,Adult,Personalized Recovery Oriented Services,126587,816,6892,5628456
2016,5,Long Island,Nassau,Adult,Psych Inpatient 28,126587,1980,43099,27288652
2016,5,Long Island,Nassau,Adult,Psych Inpatient 31,126587,85,893,808409
2016,5,Long Island,Nassau,Adult,"Targeted Case Management (ICM, BCM, SCM)",126587,62,552,560832
2016,5,Long Island,Nassau,Child,Community Residence,88946,26,160,1668400
2016,5,Long Island,Nassau,Child,"Comprehensive Psychiatric Emergency Program
 EOB",88946,0,0,0
2016,5,Long Island,Nassau,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",88946,0,0,0
2016,5,Long Island,Nassau,Child,Family Based Treatment/Teaching Family Home,88946,0,0,0
2016,5,Long Island,Nassau,Child,Home and Community Based Services Waiver (HCBS),88946,210,1274,3315736
2016,5,Long Island,Nassau,Child,MH Emergency,88946,1036,1443,265078
2016,5,Long Island,Nassau,Child,OMH Children's Day Treatment,88946,54,3443,1273887
2016,5,Long Island,Nassau,Child,OMH Licensed Clinic Treatment,88946,3098,32370,4133614
2016,5,Long Island,Nassau,Child,Partial Hospitalization,88946,56,718,117391
2016,5,Long Island,Nassau,Child,Psych Inpatient 28,88946,278,3715,3240619
2016,5,Long Island,Nassau,Child,Psych Inpatient 31,88946,92,1397,1318613
2016,5,Long Island,Nassau,Child,Psych Inpatient SPC,88946,0,0,0
2016,5,Long Island,Nassau,Child,Residential Treatment Facility,88946,0,0,0
2016,5,Long Island,Nassau,Child,"Targeted Case Management (ICM, BCM, SCM)",88946,54,247,172048
2016,5,Long Island,Nassau,Senior,Assertive Community Treatment,33999,21,177,257407
2016,5,Long Island,Nassau,Senior,Community Residence,33999,29,250,910077
2016,5,Long Island,Nassau,Senior,"Comprehensive Psychiatric Emergency Program
Non-EOB",33999,0,0,0
2016,5,Long Island,Nassau,Senior,Continuing Day Treatment,33999,0,0,0
2016,5,Long Island,Nassau,Senior,MH Emergency,33999,228,328,19546
2016,5,Long Island,Nassau,Senior,OMH Licensed Clinic Treatment,33999,537,5592,396677
2016,5,Long Island,Nassau,Senior,Partial Hospitalization,33999,0,0,0
2016,5,Long Island,Nassau,Senior,Personalized Recovery Oriented Services,33999,44,392,318975
2016,5,Long Island,Nassau,Senior,Psych Inpatient 28,33999,113,2783,763250
2016,5,Long Island,Nassau,Senior,Psych Inpatient 31,33999,0,0,0
2016,5,Long Island,Nassau,Senior,Psych Inpatient SPC,33999,0,0,0
2016,5,Long Island,Nassau,Senior,"Targeted Case Management (ICM, BCM, SCM)",33999,0,0,0
2016,5,Long Island,Suffolk,Adult,Assertive Community Treatment,156370,423,4093,6056357
2016,5,Long Island,Suffolk,Adult,Community Residence,156370,655,6147,23012094
2016,5,Long Island,Suffolk,Adult,"Comprehensive Psychiatric Emergency Program
 EOB",156370,0,0,0
2016,5,Long Island,Suffolk,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",156370,642,1034,422599
2016,5,Long Island,Suffolk,Adult,Continuing Day Treatment,156370,0,0,0
2016,5,Long Island,Suffolk,Adult,MH Emergency,156370,4316,7797,1288075
2016,5,Long Island,Suffolk,Adult,OMH Licensed Clinic Treatment,156370,8340,108829,12522418
2016,5,Long Island,Suffolk,Adult,Partial Hospitalization,156370,181,2049,306180
2016,5,Long Island,Suffolk,Adult,Personalized Recovery Oriented Services,156370,1806,14641,12851697
2016,5,Long Island,Suffolk,Adult,Psych Inpatient 28,156370,2080,37124,24844952
2016,5,Long Island,Suffolk,Adult,Psych Inpatient 31,156370,597,7474,7023914
2016,5,Long Island,Suffolk,Adult,"Targeted Case Management (ICM, BCM, SCM)",156370,109,983,966344
2016,5,Long Island,Suffolk,Child,Community Residence,121998,61,440,3361357
2016,5,Long Island,Suffolk,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",121998,137,178,113340
2016,5,Long Island,Suffolk,Child,Family Based Treatment/Teaching Family Home,121998,0,0,0
2016,5,Long Island,Suffolk,Child,Home and Community Based Services Waiver (HCBS),121998,230,1398,4189810
2016,5,Long Island,Suffolk,Child,MH Emergency,121998,1411,2118,419896
2016,5,Long Island,Suffolk,Child,OMH Children's Day Treatment,121998,142,6273,2347304
2016,5,Long Island,Suffolk,Child,OMH Licensed Clinic Treatment,121998,2821,33761,4393319
2016,5,Long Island,Suffolk,Child,Partial Hospitalization,121998,109,1719,270370
2016,5,Long Island,Suffolk,Child,Psych Inpatient 28,121998,310,4236,3689293
2016,5,Long Island,Suffolk,Child,Psych Inpatient 31,121998,420,5920,5641649
2016,5,Long Island,Suffolk,Child,Psych Inpatient SPC,121998,39,2018,3097730
2016,5,Long Island,Suffolk,Child,Residential Treatment Facility,121998,0,0,0
2016,5,Long Island,Suffolk,Child,"Targeted Case Management (ICM, BCM, SCM)",121998,253,1696,889823
2016,5,Long Island,Suffolk,Senior,Assertive Community Treatment,27935,31,311,475778
2016,5,Long Island,Suffolk,Senior,Community Residence,27935,47,451,1749243
2016,5,Long Island,Suffolk,Senior,"Comprehensive Psychiatric Emergency Program
Non-EOB",27935,0,0,0
2016,5,Long Island,Suffolk,Senior,MH Emergency,27935,198,276,13850
2016,5,Long Island,Suffolk,Senior,OMH Licensed Clinic Treatment,27935,515,6786,682790
2016,5,Long Island,Suffolk,Senior,Partial Hospitalization,27935,0,0,0
2016,5,Long Island,Suffolk,Senior,Personalized Recovery Oriented Services,27935,68,567,436958
2016,5,Long Island,Suffolk,Senior,Psych Inpatient 28,27935,94,2411,1005600
2016,5,Long Island,Suffolk,Senior,Psych Inpatient 31,27935,43,1115,509914
2016,5,Long Island,Suffolk,Senior,Psych Inpatient SPC,27935,0,0,0
2016,5,Long Island,Suffolk,Senior,"Targeted Case Management (ICM, BCM, SCM)",27935,0,0,0
2015,1,Western NY,Allegany,Adult,Community Residence,6069,29,200,465057
2015,1,Western NY,Allegany,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",6069,0,0,0
2015,1,Western NY,Allegany,Adult,MH Emergency,6069,177,259,35185
2015,1,Western NY,Allegany,Adult,OMH Licensed Clinic Treatment,6069,599,4516,492032
2015,1,Western NY,Allegany,Adult,OMH Prepaid Mental Health Plan,6069,33,326,297312
2015,1,Western NY,Allegany,Adult,Partial Hospitalization,6069,0,0,0
2015,1,Western NY,Allegany,Adult,Personalized Recovery Oriented Services,6069,128,862,746264
2015,1,Western NY,Allegany,Adult,Psych Inpatient 28,6069,102,804,502737
2015,1,Western NY,Allegany,Adult,Psych Inpatient 31,6069,0,0,0
2015,1,Western NY,Allegany,Adult,"Targeted Case Management (ICM, BCM, SCM)",6069,0,0,0
2015,1,Western NY,Allegany,Child,Community Residence,4553,0,0,0
2015,1,Western NY,Allegany,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",4553,0,0,0
2015,1,Western NY,Allegany,Child,Home and Community Based Services Waiver (HCBS),4553,22,138,374783
2015,1,Western NY,Allegany,Child,MH Emergency,4553,49,63,12317
2015,1,Western NY,Allegany,Child,OMH Licensed Clinic Treatment,4553,327,2303,255945
2015,1,Western NY,Allegany,Child,Psych Inpatient 28,4553,27,236,110057
2015,1,Western NY,Allegany,Child,Psych Inpatient 31,4553,0,0,0
2015,1,Western NY,Allegany,Child,Psych Inpatient SPC,4553,0,0,0
2015,1,Western NY,Allegany,Child,Residential Treatment Facility,4553,0,0,0
2015,1,Western NY,Allegany,Child,"Targeted Case Management (ICM, BCM, SCM)",4553,64,429,210321
2015,1,Western NY,Allegany,Senior,Community Residence,1112,0,0,0
2015,1,Western NY,Allegany,Senior,MH Emergency,1112,0,0,0
2015,1,Western NY,Allegany,Senior,OMH Licensed Clinic Treatment,1112,0,0,0
2015,1,Western NY,Allegany,Senior,OMH Prepaid Mental Health Plan,1112,0,0,0
2015,1,Western NY,Allegany,Senior,Personalized Recovery Oriented Services,1112,0,0,0
2015,1,Western NY,Allegany,Senior,Psych Inpatient 28,1112,0,0,0
2015,1,Western NY,Cattaraugus,Adult,Community Residence,11097,50,466,1582176
2015,1,Western NY,Cattaraugus,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",11097,0,0,0
2015,1,Western NY,Cattaraugus,Adult,Continuing Day Treatment,11097,30,3374,173363
2015,1,Western NY,Cattaraugus,Adult,MH Emergency,11097,335,472,63654
2015,1,Western NY,Cattaraugus,Adult,OMH Licensed Clinic Treatment,11097,1339,10086,1253077
2015,1,Western NY,Cattaraugus,Adult,OMH Prepaid Mental Health Plan,11097,35,319,290928
2015,1,Western NY,Cattaraugus,Adult,Partial Hospitalization,11097,0,0,0
2015,1,Western NY,Cattaraugus,Adult,Personalized Recovery Oriented Services,11097,207,1233,1042239
2015,1,Western NY,Cattaraugus,Adult,Psych Inpatient 28,11097,215,1802,1020200
2015,1,Western NY,Cattaraugus,Adult,"Targeted Case Management (ICM, BCM, SCM)",11097,30,245,248920
2015,1,Western NY,Cattaraugus,Child,Community Residence,8388,0,0,0
2015,1,Western NY,Cattaraugus,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",8388,0,0,0
2015,1,Western NY,Cattaraugus,Child,Home and Community Based Services Waiver (HCBS),8388,31,205,573705
2015,1,Western NY,Cattaraugus,Child,MH Emergency,8388,142,197,38580
2015,1,Western NY,Cattaraugus,Child,OMH Licensed Clinic Treatment,8388,777,6354,843466
2015,1,Western NY,Cattaraugus,Child,Psych Inpatient 28,8388,54,414,253375
2015,1,Western NY,Cattaraugus,Child,Psych Inpatient 31,8388,0,0,0
2015,1,Western NY,Cattaraugus,Child,Residential Treatment Facility,8388,0,0,0
2015,1,Western NY,Cattaraugus,Child,"Targeted Case Management (ICM, BCM, SCM)",8388,105,646,299118
2015,1,Western NY,Cattaraugus,Senior,Community Residence,1986,0,0,0
2015,1,Western NY,Cattaraugus,Senior,Continuing Day Treatment,1986,0,0,0
2015,1,Western NY,Cattaraugus,Senior,MH Emergency,1986,0,0,0
2015,1,Western NY,Cattaraugus,Senior,OMH Licensed Clinic Treatment,1986,38,204,23392
2015,1,Western NY,Cattaraugus,Senior,OMH Prepaid Mental Health Plan,1986,0,0,0
2015,1,Western NY,Cattaraugus,Senior,Personalized Recovery Oriented Services,1986,0,0,0
2015,1,Western NY,Cattaraugus,Senior,Psych Inpatient 28,1986,0,0,0
2015,1,Western NY,Cattaraugus,Senior,"Targeted Case Management (ICM, BCM, SCM)",1986,0,0,0
2015,1,Western NY,Chautauqua,Adult,Assertive Community Treatment,20823,55,451,698670
2015,1,Western NY,Chautauqua,Adult,Community Residence,20823,93,700,1651790
2015,1,Western NY,Chautauqua,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",20823,0,0,0
2015,1,Western NY,Chautauqua,Adult,Continuing Day Treatment,20823,0,0,0
2015,1,Western NY,Chautauqua,Adult,MH Emergency,20823,694,1110,153433
2015,1,Western NY,Chautauqua,Adult,OMH Licensed Clinic Treatment,20823,3999,32714,3669036
2015,1,Western NY,Chautauqua,Adult,OMH Prepaid Mental Health Plan,20823,79,642,585504
2015,1,Western NY,Chautauqua,Adult,Partial Hospitalization,20823,0,0,0
2015,1,Western NY,Chautauqua,Adult,Personalized Recovery Oriented Services,20823,386,1921,1303296
2015,1,Western NY,Chautauqua,Adult,Psych Inpatient 28,20823,416,4455,2133723
2015,1,Western NY,Chautauqua,Adult,Psych Inpatient 31,20823,0,0,0
2015,1,Western NY,Chautauqua,Adult,"Targeted Case Management (ICM, BCM, SCM)",20823,0,0,0
2015,1,Western NY,Chautauqua,Child,Community Residence,15445,0,0,0
2015,1,Western NY,Chautauqua,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",15445,0,0,0
2015,1,Western NY,Chautauqua,Child,Home and Community Based Services Waiver (HCBS),15445,21,121,318483
2015,1,Western NY,Chautauqua,Child,MH Emergency,15445,332,472,82589
2015,1,Western NY,Chautauqua,Child,OMH Licensed Clinic Treatment,15445,2079,15825,2115033
2015,1,Western NY,Chautauqua,Child,Psych Inpatient 28,15445,142,1213,776036
2015,1,Western NY,Chautauqua,Child,Psych Inpatient 31,15445,0,0,0
2015,1,Western NY,Chautauqua,Child,Psych Inpatient SPC,15445,0,0,0
2015,1,Western NY,Chautauqua,Child,Residential Treatment Facility,15445,0,0,0
2015,1,Western NY,Chautauqua,Child,"Targeted Case Management (ICM, BCM, SCM)",15445,97,523,303991
2015,1,Western NY,Chautauqua,Senior,Assertive Community Treatment,3511,0,0,0
2015,1,Western NY,Chautauqua,Senior,Community Residence,3511,0,0,0
2015,1,Western NY,Chautauqua,Senior,MH Emergency,3511,22,38,496
2015,1,Western NY,Chautauqua,Senior,OMH Licensed Clinic Treatment,3511,144,795,61336
2015,1,Western NY,Chautauqua,Senior,OMH Prepaid Mental Health Plan,3511,0,0,0
2015,1,Western NY,Chautauqua,Senior,Personalized Recovery Oriented Services,3511,0,0,0
2015,1,Western NY,Chautauqua,Senior,Psych Inpatient 28,3511,0,0,0
2015,1,Western NY,Chemung,Adult,Assertive Community Treatment,13031,40,373,531863
2015,1,Western NY,Chemung,Adult,Community Residence,13031,68,550,1112427
2015,1,Western NY,Chemung,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",13031,0,0,0
2015,1,Western NY,Chemung,Adult,Continuing Day Treatment,13031,0,0,0
2015,1,Western NY,Chemung,Adult,MH Emergency,13031,548,901,120123
2015,1,Western NY,Chemung,Adult,OMH Licensed Clinic Treatment,13031,1945,18589,1872743
2015,1,Western NY,Chemung,Adult,OMH Prepaid Mental Health Plan,13031,105,978,891936
2015,1,Western NY,Chemung,Adult,Personalized Recovery Oriented Services,13031,210,1662,1211195
2015,1,Western NY,Chemung,Adult,Psych Inpatient 28,13031,276,2092,1202421
2015,1,Western NY,Chemung,Adult,"Targeted Case Management (ICM, BCM, SCM)",13031,24,178,180848
2015,1,Western NY,Chemung,Child,Community Residence,9745,23,121,933043
2015,1,Western NY,Chemung,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",9745,0,0,0
2015,1,Western NY,Chemung,Child,Home and Community Based Services Waiver (HCBS),9745,24,136,385370
2015,1,Western NY,Chemung,Child,MH Emergency,9745,215,374,58430
2015,1,Western NY,Chemung,Child,OMH Children's Day Treatment,9745,0,0,0
2015,1,Western NY,Chemung,Child,OMH Licensed Clinic Treatment,9745,1243,11681,1332672
2015,1,Western NY,Chemung,Child,Psych Inpatient 28,9745,29,261,181887
2015,1,Western NY,Chemung,Child,Psych Inpatient 31,9745,0,0,0
2015,1,Western NY,Chemung,Child,Psych Inpatient SPC,9745,0,0,0
2015,1,Western NY,Chemung,Child,Residential Treatment Facility,9745,0,0,0
2015,1,Western NY,Chemung,Child,"Targeted Case Management (ICM, BCM, SCM)",9745,43,199,156899
2015,1,Western NY,Chemung,Senior,Assertive Community Treatment,2182,0,0,0
2015,1,Western NY,Chemung,Senior,Community Residence,2182,0,0,0
2015,1,Western NY,Chemung,Senior,MH Emergency,2182,25,48,927
2015,1,Western NY,Chemung,Senior,OMH Licensed Clinic Treatment,2182,52,469,37259
2015,1,Western NY,Chemung,Senior,OMH Prepaid Mental Health Plan,2182,20,207,188784
2015,1,Western NY,Chemung,Senior,Personalized Recovery Oriented Services,2182,0,0,0
2015,1,Western NY,Chemung,Senior,Psych Inpatient 28,2182,0,0,0
2015,1,Western NY,Chemung,Senior,Psych Inpatient SPC,2182,0,0,0
2015,1,Western NY,Chemung,Senior,"Targeted Case Management (ICM, BCM, SCM)",2182,0,0,0
2015,1,Western NY,Erie,Adult,Assertive Community Treatment,126177,223,2169,3007681
2015,1,Western NY,Erie,Adult,Community Residence,126177,524,4925,12094889
2015,1,Western NY,Erie,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",126177,742,1178,1134044
2015,1,Western NY,Erie,Adult,Continuing Day Treatment,126177,339,51667,2547190
2015,1,Western NY,Erie,Adult,Intensive Psychiatric Rehabilitation Treatment,126177,26,927,122571
2015,1,Western NY,Erie,Adult,MH Emergency,126177,3467,5909,1461611
2015,1,Western NY,Erie,Adult,OMH Licensed Clinic Treatment,126177,12919,135107,14570727
2015,1,Western NY,Erie,Adult,OMH Prepaid Mental Health Plan,126177,472,4689,4276368
2015,1,Western NY,Erie,Adult,Partial Hospitalization,126177,86,786,86042
2015,1,Western NY,Erie,Adult,Personalized Recovery Oriented Services,126177,793,4999,4226602
2015,1,Western NY,Erie,Adult,Psych Inpatient 28,126177,1659,23940,12848961
2015,1,Western NY,Erie,Adult,Psych Inpatient 31,126177,107,899,743947
2015,1,Western NY,Erie,Adult,"Targeted Case Management (ICM, BCM, SCM)",126177,110,396,402336
2015,1,Western NY,Erie,Child,Community Residence,90466,30,207,1247816
2015,1,Western NY,Erie,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",90466,235,324,291122
